fiscal_year,fiscal_year_start,sex,triage_level,ctas_urgency_score,age_group,population_category,ed_visits,median_los_minutes,median_los_hours
2008-2009,2008,Female,CTAS III - Urgent,3,20-44,Young Adult,399142,200,3.33
2008-2009,2008,Female,Less urgent,3,20-44,Young Adult,397909,116,1.93
2008-2009,2008,Female,Non-urgent,3,20-44,Young Adult,90507,76,1.27
2008-2009,2008,Female,Unknown,3,20-44,Young Adult,783,13,0.22
2008-2009,2008,Female,CTAS III - Urgent,3,45-64,Middle Adult,253387,219,3.65
2008-2009,2008,Female,Less urgent,3,45-64,Middle Adult,251071,117,1.95
2008-2009,2008,Female,Non-urgent,3,45-64,Middle Adult,64971,72,1.2
2008-2009,2008,Female,Unknown,3,45-64,Middle Adult,398,22,0.37
2008-2009,2008,Female,CTAS III - Urgent,3,65+,Older Adult,263916,308,5.13
2008-2009,2008,Female,Less urgent,3,65+,Older Adult,165898,145,2.42
2008-2009,2008,Female,Non-urgent,3,65+,Older Adult,39248,80,1.33
2008-2009,2008,Female,Unknown,3,65+,Older Adult,200,10,0.17
2008-2009,2008,Male,CTAS III - Urgent,3,0-19,Pediatric & Youth,262362,145,2.42
2008-2009,2008,Male,Less urgent,3,0-19,Pediatric & Youth,323983,102,1.7
2008-2009,2008,Male,Non-urgent,3,0-19,Pediatric & Youth,52706,71,1.18
2008-2009,2008,Male,Unknown,3,0-19,Pediatric & Youth,1213,39,0.65
2008-2009,2008,Male,CTAS III - Urgent,3,20-44,Young Adult,284849,178,2.97
2008-2009,2008,Male,Less urgent,3,20-44,Young Adult,372422,114,1.9
2008-2009,2008,Male,Non-urgent,3,20-44,Young Adult,86541,78,1.3
2008-2009,2008,Male,Unknown,3,20-44,Young Adult,667,13,0.22
2008-2009,2008,Male,CTAS III - Urgent,3,45-64,Middle Adult,229712,213,3.55
2008-2009,2008,Male,Less urgent,3,45-64,Middle Adult,237846,115,1.92
2008-2009,2008,Male,Non-urgent,3,45-64,Middle Adult,70132,72,1.2
2008-2009,2008,Male,Unknown,3,45-64,Middle Adult,381,18,0.3
2008-2009,2008,Male,CTAS III - Urgent,3,65+,Older Adult,206388,296,4.93
2008-2009,2008,Male,Less urgent,3,65+,Older Adult,132882,135,2.25
2008-2009,2008,Male,Non-urgent,3,65+,Older Adult,40151,72,1.2
2008-2009,2008,Male,Unknown,3,65+,Older Adult,160,18,0.3
2007-2008,2007,Female,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,2049,212,3.53
2007-2008,2007,Female,CTAS I - Resuscitation,1,20-44,Young Adult,2187,225,3.75
2007-2008,2007,Female,CTAS I - Resuscitation,1,45-64,Middle Adult,2716,235,3.92
2007-2008,2007,Female,CTAS I - Resuscitation,1,65+,Older Adult,5758,280,4.67
2007-2008,2007,Male,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,3099,205,3.42
2007-2008,2007,Male,CTAS I - Resuscitation,1,20-44,Young Adult,3824,219,3.65
2007-2008,2007,Male,CTAS I - Resuscitation,1,45-64,Middle Adult,4918,199,3.32
2007-2008,2007,Male,CTAS I - Resuscitation,1,65+,Older Adult,6358,223,3.72
2007-2008,2007,Female,CTAS II - Emergent,2,0-19,Pediatric & Youth,50400,194,3.23
2007-2008,2007,Female,CTAS II - Emergent,2,20-44,Young Adult,84018,250,4.17
2007-2008,2007,Female,CTAS II - Emergent,2,45-64,Middle Adult,81612,296,4.93
2007-2008,2007,Female,CTAS II - Emergent,2,65+,Older Adult,101541,388,6.47
2007-2008,2007,Male,CTAS II - Emergent,2,0-19,Pediatric & Youth,67506,182,3.03
2007-2008,2007,Male,CTAS II - Emergent,2,20-44,Young Adult,84019,239,3.98
2007-2008,2007,Male,CTAS II - Emergent,2,45-64,Middle Adult,96582,300,5.0
2007-2008,2007,Male,CTAS II - Emergent,2,65+,Older Adult,91651,380,6.33
2007-2008,2007,Female,CTAS III - Urgent,3,0-19,Pediatric & Youth,229069,150,2.5
2007-2008,2007,Female,Less urgent,3,0-19,Pediatric & Youth,296994,100,1.67
2007-2008,2007,Female,Non-urgent,3,0-19,Pediatric & Youth,60586,70,1.17
2007-2008,2007,Female,Unknown,3,0-19,Pediatric & Youth,675,16,0.27
2007-2008,2007,Female,CTAS III - Urgent,3,20-44,Young Adult,388130,199,3.32
2007-2008,2007,Female,Less urgent,3,20-44,Young Adult,405415,114,1.9
2007-2008,2007,Female,Non-urgent,3,20-44,Young Adult,102955,76,1.27
2007-2008,2007,Female,Unknown,3,20-44,Young Adult,743,17,0.28
2007-2008,2007,Female,CTAS III - Urgent,3,45-64,Middle Adult,239303,217,3.62
2007-2008,2007,Female,Less urgent,3,45-64,Middle Adult,248806,115,1.92
2007-2008,2007,Female,Non-urgent,3,45-64,Middle Adult,72307,74,1.23
2007-2008,2007,Female,Unknown,3,45-64,Middle Adult,321,21,0.35
2007-2008,2007,Female,CTAS III - Urgent,3,65+,Older Adult,254083,302,5.03
2007-2008,2007,Female,Less urgent,3,65+,Older Adult,166881,145,2.42
2007-2008,2007,Female,Non-urgent,3,65+,Older Adult,44425,80,1.33
2007-2008,2007,Female,Unknown,3,65+,Older Adult,145,34,0.57
2007-2008,2007,Male,CTAS III - Urgent,3,0-19,Pediatric & Youth,256060,140,2.33
2007-2008,2007,Male,Less urgent,3,0-19,Pediatric & Youth,328043,100,1.67
2007-2008,2007,Male,Non-urgent,3,0-19,Pediatric & Youth,62310,70,1.17
2007-2008,2007,Male,Unknown,3,0-19,Pediatric & Youth,786,21,0.35
2007-2008,2007,Male,CTAS III - Urgent,3,20-44,Young Adult,281830,176,2.93
2007-2008,2007,Male,Less urgent,3,20-44,Young Adult,385962,112,1.87
2007-2008,2007,Male,Non-urgent,3,20-44,Young Adult,102313,79,1.32
2007-2008,2007,Male,Unknown,3,20-44,Young Adult,693,15,0.25
2007-2008,2007,Male,CTAS III - Urgent,3,45-64,Middle Adult,219898,211,3.52
2007-2008,2007,Male,Less urgent,3,45-64,Middle Adult,237735,114,1.9
2007-2008,2007,Male,Non-urgent,3,45-64,Middle Adult,78383,72,1.2
2007-2008,2007,Male,Unknown,3,45-64,Middle Adult,347,18,0.3
2007-2008,2007,Male,CTAS III - Urgent,3,65+,Older Adult,198392,286,4.77
2007-2008,2007,Male,Less urgent,3,65+,Older Adult,133169,133,2.22
2007-2008,2007,Male,Non-urgent,3,65+,Older Adult,45171,73,1.22
2007-2008,2007,Male,Unknown,3,65+,Older Adult,160,30,0.5
2006-2007,2006,Female,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,1554,182,3.03
2006-2007,2006,Female,CTAS I - Resuscitation,1,20-44,Young Adult,1767,182,3.03
2006-2007,2006,Female,CTAS I - Resuscitation,1,45-64,Middle Adult,2354,175,2.92
2006-2007,2006,Female,CTAS I - Resuscitation,1,65+,Older Adult,5019,182,3.03
2006-2007,2006,Male,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,2359,165,2.75
2006-2007,2006,Male,CTAS I - Resuscitation,1,20-44,Young Adult,3410,170,2.83
2006-2007,2006,Male,CTAS I - Resuscitation,1,45-64,Middle Adult,4385,155,2.58
2006-2007,2006,Male,CTAS I - Resuscitation,1,65+,Older Adult,5710,156,2.6
2006-2007,2006,Female,CTAS II - Emergent,2,0-19,Pediatric & Youth,43059,181,3.02
2006-2007,2006,Female,CTAS II - Emergent,2,20-44,Young Adult,76695,234,3.9
2006-2007,2006,Female,CTAS II - Emergent,2,45-64,Middle Adult,72671,263,4.38
2006-2007,2006,Female,CTAS II - Emergent,2,65+,Older Adult,94999,306,5.1
2006-2007,2006,Male,CTAS II - Emergent,2,0-19,Pediatric & Youth,58098,171,2.85
2006-2007,2006,Male,CTAS II - Emergent,2,20-44,Young Adult,77778,222,3.7
2006-2007,2006,Male,CTAS II - Emergent,2,45-64,Middle Adult,87222,262,4.37
2006-2007,2006,Male,CTAS II - Emergent,2,65+,Older Adult,85723,295,4.92
2006-2007,2006,Female,CTAS III - Urgent,3,0-19,Pediatric & Youth,221643,147,2.45
2006-2007,2006,Female,Less urgent,3,0-19,Pediatric & Youth,301253,95,1.58
2006-2007,2006,Female,Non-urgent,3,0-19,Pediatric & Youth,68754,68,1.13
2006-2007,2006,Female,Unknown,3,0-19,Pediatric & Youth,399,24,0.4
2006-2007,2006,Female,CTAS III - Urgent,3,20-44,Young Adult,380123,195,3.25
2006-2007,2006,Female,Less urgent,3,20-44,Young Adult,399710,110,1.83
2006-2007,2006,Female,Non-urgent,3,20-44,Young Adult,109642,73,1.22
2006-2007,2006,Female,Unknown,3,20-44,Young Adult,602,18,0.3
2006-2007,2006,Female,CTAS III - Urgent,3,45-64,Middle Adult,226164,210,3.5
2006-2007,2006,Female,Less urgent,3,45-64,Middle Adult,236388,111,1.85
2006-2007,2006,Female,Non-urgent,3,45-64,Middle Adult,76420,70,1.17
2006-2007,2006,Female,Unknown,3,45-64,Middle Adult,264,26,0.43
2006-2007,2006,Female,CTAS III - Urgent,3,65+,Older Adult,248363,270,4.5
2006-2007,2006,Female,Less urgent,3,65+,Older Adult,163368,140,2.33
2006-2007,2006,Female,Non-urgent,3,65+,Older Adult,46777,77,1.28
2006-2007,2006,Female,Unknown,3,65+,Older Adult,114,30,0.5
2006-2007,2006,Male,CTAS III - Urgent,3,0-19,Pediatric & Youth,250552,138,2.3
2006-2007,2006,Male,Less urgent,3,0-19,Pediatric & Youth,337587,95,1.58
2006-2007,2006,Male,Non-urgent,3,0-19,Pediatric & Youth,71914,69,1.15
2006-2007,2006,Male,Unknown,3,0-19,Pediatric & Youth,418,24,0.4
2006-2007,2006,Male,CTAS III - Urgent,3,20-44,Young Adult,281732,172,2.87
2006-2007,2006,Male,Less urgent,3,20-44,Young Adult,388739,109,1.82
2006-2007,2006,Male,Non-urgent,3,20-44,Young Adult,110950,75,1.25
2006-2007,2006,Male,Unknown,3,20-44,Young Adult,537,25,0.42
2006-2007,2006,Male,CTAS III - Urgent,3,45-64,Middle Adult,211050,202,3.37
2006-2007,2006,Male,Less urgent,3,45-64,Middle Adult,225991,110,1.83
2006-2007,2006,Male,Non-urgent,3,45-64,Middle Adult,79802,70,1.17
2006-2007,2006,Male,Unknown,3,45-64,Middle Adult,239,30,0.5
2006-2007,2006,Male,CTAS III - Urgent,3,65+,Older Adult,193093,257,4.28
2006-2007,2006,Male,Less urgent,3,65+,Older Adult,129164,129,2.15
2006-2007,2006,Male,Non-urgent,3,65+,Older Adult,45229,71,1.18
2006-2007,2006,Male,Unknown,3,65+,Older Adult,83,33,0.55
2005-2006,2005,Female,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,1466,181,3.02
2005-2006,2005,Female,CTAS I - Resuscitation,1,20-44,Young Adult,1808,185,3.08
2005-2006,2005,Female,CTAS I - Resuscitation,1,45-64,Middle Adult,2133,169,2.82
2005-2006,2005,Female,CTAS I - Resuscitation,1,65+,Older Adult,4755,178,2.97
2005-2006,2005,Male,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,2356,171,2.85
2005-2006,2005,Male,CTAS I - Resuscitation,1,20-44,Young Adult,3307,178,2.97
2005-2006,2005,Male,CTAS I - Resuscitation,1,45-64,Middle Adult,4044,145,2.42
2005-2006,2005,Male,CTAS I - Resuscitation,1,65+,Older Adult,5473,140,2.33
2005-2006,2005,Female,CTAS II - Emergent,2,0-19,Pediatric & Youth,42985,183,3.05
2005-2006,2005,Female,CTAS II - Emergent,2,20-44,Young Adult,72757,229,3.82
2005-2006,2005,Female,CTAS II - Emergent,2,45-64,Middle Adult,68133,258,4.3
2005-2006,2005,Female,CTAS II - Emergent,2,65+,Older Adult,89870,300,5.0
2005-2006,2005,Male,CTAS II - Emergent,2,0-19,Pediatric & Youth,58752,171,2.85
2005-2006,2005,Male,CTAS II - Emergent,2,20-44,Young Adult,75748,220,3.67
2005-2006,2005,Male,CTAS II - Emergent,2,45-64,Middle Adult,82626,257,4.28
2005-2006,2005,Male,CTAS II - Emergent,2,65+,Older Adult,81323,288,4.8
2005-2006,2005,Female,CTAS III - Urgent,3,0-19,Pediatric & Youth,226465,145,2.42
2005-2006,2005,Female,Less urgent,3,0-19,Pediatric & Youth,305430,94,1.57
2005-2006,2005,Female,Non-urgent,3,0-19,Pediatric & Youth,76167,66,1.1
2005-2006,2005,Female,Unknown,3,0-19,Pediatric & Youth,298,34,0.57
2005-2006,2005,Female,CTAS III - Urgent,3,20-44,Young Adult,377879,191,3.18
2005-2006,2005,Female,Less urgent,3,20-44,Young Adult,393423,108,1.8
2005-2006,2005,Female,Non-urgent,3,20-44,Young Adult,120938,70,1.17
2005-2006,2005,Female,Unknown,3,20-44,Young Adult,418,35,0.58
2005-2006,2005,Female,CTAS III - Urgent,3,45-64,Middle Adult,217353,207,3.45
2005-2006,2005,Female,Less urgent,3,45-64,Middle Adult,224736,109,1.82
2005-2006,2005,Female,Non-urgent,3,45-64,Middle Adult,79204,69,1.15
2005-2006,2005,Female,Unknown,3,45-64,Middle Adult,179,29,0.48
2005-2006,2005,Female,CTAS III - Urgent,3,65+,Older Adult,240928,265,4.42
2005-2006,2005,Female,Less urgent,3,65+,Older Adult,157133,138,2.3
2005-2006,2005,Female,Non-urgent,3,65+,Older Adult,49164,75,1.25
2005-2006,2005,Female,Unknown,3,65+,Older Adult,86,28,0.47
2005-2006,2005,Male,CTAS III - Urgent,3,0-19,Pediatric & Youth,257850,136,2.27
2005-2006,2005,Male,Less urgent,3,0-19,Pediatric & Youth,344229,95,1.58
2005-2006,2005,Male,Non-urgent,3,0-19,Pediatric & Youth,79976,67,1.12
2005-2006,2005,Male,Unknown,3,0-19,Pediatric & Youth,311,36,0.6
2005-2006,2005,Male,CTAS III - Urgent,3,20-44,Young Adult,284721,170,2.83
2005-2006,2005,Male,Less urgent,3,20-44,Young Adult,393472,107,1.78
2005-2006,2005,Male,Non-urgent,3,20-44,Young Adult,122979,73,1.22
2005-2006,2005,Male,Unknown,3,20-44,Young Adult,357,32,0.53
2005-2006,2005,Male,CTAS III - Urgent,3,45-64,Middle Adult,204335,200,3.33
2005-2006,2005,Male,Less urgent,3,45-64,Middle Adult,217220,109,1.82
2005-2006,2005,Male,Non-urgent,3,45-64,Middle Adult,85337,67,1.12
2005-2006,2005,Male,Unknown,3,45-64,Middle Adult,208,30,0.5
2005-2006,2005,Male,CTAS III - Urgent,3,65+,Older Adult,188142,251,4.18
2005-2006,2005,Male,Less urgent,3,65+,Older Adult,123025,126,2.1
2005-2006,2005,Male,Non-urgent,3,65+,Older Adult,47531,68,1.13
2005-2006,2005,Male,Unknown,3,65+,Older Adult,84,53,0.88
2004-2005,2004,Female,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,1293,161,2.68
2004-2005,2004,Female,CTAS I - Resuscitation,1,20-44,Young Adult,1696,188,3.13
2004-2005,2004,Female,CTAS I - Resuscitation,1,45-64,Middle Adult,1934,165,2.75
2004-2005,2004,Female,CTAS I - Resuscitation,1,65+,Older Adult,4468,170,2.83
2004-2005,2004,Male,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,1941,160,2.67
2004-2005,2004,Male,CTAS I - Resuscitation,1,20-44,Young Adult,3138,174,2.9
2004-2005,2004,Male,CTAS I - Resuscitation,1,45-64,Middle Adult,3582,140,2.33
2004-2005,2004,Male,CTAS I - Resuscitation,1,65+,Older Adult,5138,135,2.25
2004-2005,2004,Female,CTAS II - Emergent,2,0-19,Pediatric & Youth,36845,175,2.92
2004-2005,2004,Female,CTAS II - Emergent,2,20-44,Young Adult,64059,223,3.72
2004-2005,2004,Female,CTAS II - Emergent,2,45-64,Middle Adult,60788,254,4.23
2004-2005,2004,Female,CTAS II - Emergent,2,65+,Older Adult,83079,294,4.9
2004-2005,2004,Male,CTAS II - Emergent,2,0-19,Pediatric & Youth,49235,167,2.78
2004-2005,2004,Male,CTAS II - Emergent,2,20-44,Young Adult,66689,215,3.58
2004-2005,2004,Male,CTAS II - Emergent,2,45-64,Middle Adult,73917,253,4.22
2004-2005,2004,Male,CTAS II - Emergent,2,65+,Older Adult,74993,283,4.72
2004-2005,2004,Female,CTAS III - Urgent,3,0-19,Pediatric & Youth,206722,144,2.4
2004-2005,2004,Female,Less urgent,3,0-19,Pediatric & Youth,302592,93,1.55
2004-2005,2004,Female,Non-urgent,3,0-19,Pediatric & Youth,82458,65,1.08
2004-2005,2004,Female,Unknown,3,0-19,Pediatric & Youth,294,32,0.53
2004-2005,2004,Female,CTAS III - Urgent,3,20-44,Young Adult,355857,190,3.17
2004-2005,2004,Female,Less urgent,3,20-44,Young Adult,393855,106,1.77
2004-2005,2004,Female,Non-urgent,3,20-44,Young Adult,130246,69,1.15
2004-2005,2004,Female,Unknown,3,20-44,Young Adult,419,40,0.67
2004-2005,2004,Female,CTAS III - Urgent,3,45-64,Middle Adult,202905,205,3.42
2004-2005,2004,Female,Less urgent,3,45-64,Middle Adult,216228,108,1.8
2004-2005,2004,Female,Non-urgent,3,45-64,Middle Adult,83030,67,1.12
2004-2005,2004,Female,Unknown,3,45-64,Middle Adult,166,39,0.65
2004-2005,2004,Female,CTAS III - Urgent,3,65+,Older Adult,232311,265,4.42
2004-2005,2004,Female,Less urgent,3,65+,Older Adult,155521,139,2.32
2004-2005,2004,Female,Non-urgent,3,65+,Older Adult,52651,74,1.23
2004-2005,2004,Female,Unknown,3,65+,Older Adult,99,48,0.8
2004-2005,2004,Male,CTAS III - Urgent,3,0-19,Pediatric & Youth,236988,135,2.25
2004-2005,2004,Male,Less urgent,3,0-19,Pediatric & Youth,343044,93,1.55
2004-2005,2004,Male,Non-urgent,3,0-19,Pediatric & Youth,87048,65,1.08
2004-2005,2004,Male,Unknown,3,0-19,Pediatric & Youth,309,32,0.53
2004-2005,2004,Male,CTAS III - Urgent,3,20-44,Young Adult,269249,170,2.83
2004-2005,2004,Male,Less urgent,3,20-44,Young Adult,392560,105,1.75
2004-2005,2004,Male,Non-urgent,3,20-44,Young Adult,130532,71,1.18
2004-2005,2004,Male,Unknown,3,20-44,Young Adult,385,36,0.6
2004-2005,2004,Male,CTAS III - Urgent,3,45-64,Middle Adult,191370,201,3.35
2004-2005,2004,Male,Less urgent,3,45-64,Middle Adult,208616,107,1.78
2004-2005,2004,Male,Non-urgent,3,45-64,Middle Adult,86237,66,1.1
2004-2005,2004,Male,Unknown,3,45-64,Middle Adult,185,40,0.67
2004-2005,2004,Male,CTAS III - Urgent,3,65+,Older Adult,181179,251,4.18
2004-2005,2004,Male,Less urgent,3,65+,Older Adult,121569,127,2.12
2004-2005,2004,Male,Non-urgent,3,65+,Older Adult,50298,66,1.1
2004-2005,2004,Male,Unknown,3,65+,Older Adult,87,40,0.67
2003-2004,2003,Female,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,1254,161,2.68
2003-2004,2003,Female,CTAS I - Resuscitation,1,20-44,Young Adult,1756,186,3.1
2003-2004,2003,Female,CTAS I - Resuscitation,1,45-64,Middle Adult,1811,167,2.78
2003-2004,2003,Female,CTAS I - Resuscitation,1,65+,Older Adult,4153,174,2.9
2003-2004,2003,Male,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,1910,160,2.67
2003-2004,2003,Male,CTAS I - Resuscitation,1,20-44,Young Adult,3075,177,2.95
2003-2004,2003,Male,CTAS I - Resuscitation,1,45-64,Middle Adult,3544,146,2.43
2003-2004,2003,Male,CTAS I - Resuscitation,1,65+,Older Adult,5223,137,2.28
2003-2004,2003,Female,CTAS II - Emergent,2,0-19,Pediatric & Youth,28447,179,2.98
2003-2004,2003,Female,CTAS II - Emergent,2,20-44,Young Adult,47178,219,3.65
2003-2004,2003,Female,CTAS II - Emergent,2,45-64,Middle Adult,45219,250,4.17
2003-2004,2003,Female,CTAS II - Emergent,2,65+,Older Adult,65563,297,4.95
2003-2004,2003,Male,CTAS II - Emergent,2,0-19,Pediatric & Youth,38738,170,2.83
2003-2004,2003,Male,CTAS II - Emergent,2,20-44,Young Adult,50686,215,3.58
2003-2004,2003,Male,CTAS II - Emergent,2,45-64,Middle Adult,56621,250,4.17
2003-2004,2003,Male,CTAS II - Emergent,2,65+,Older Adult,60439,288,4.8
2003-2004,2003,Female,CTAS III - Urgent,3,0-19,Pediatric & Youth,186509,140,2.33
2003-2004,2003,Female,Less urgent,3,0-19,Pediatric & Youth,308665,90,1.5
2003-2004,2003,Female,Non-urgent,3,0-19,Pediatric & Youth,86051,65,1.08
2003-2004,2003,Female,Unknown,3,0-19,Pediatric & Youth,228,33,0.55
2003-2004,2003,Female,CTAS III - Urgent,3,20-44,Young Adult,314607,187,3.12
2003-2004,2003,Female,Less urgent,3,20-44,Young Adult,387169,105,1.75
2003-2004,2003,Female,Non-urgent,3,20-44,Young Adult,131484,68,1.13
2003-2004,2003,Female,Unknown,3,20-44,Young Adult,240,38,0.63
2003-2004,2003,Female,CTAS III - Urgent,3,45-64,Middle Adult,178709,205,3.42
2003-2004,2003,Female,Less urgent,3,45-64,Middle Adult,199499,107,1.78
2003-2004,2003,Female,Non-urgent,3,45-64,Middle Adult,77978,67,1.12
2003-2004,2003,Female,Unknown,3,45-64,Middle Adult,100,38,0.63
2003-2004,2003,Female,CTAS III - Urgent,3,65+,Older Adult,212061,264,4.4
2003-2004,2003,Female,Less urgent,3,65+,Older Adult,147221,140,2.33
2003-2004,2003,Female,Non-urgent,3,65+,Older Adult,49746,75,1.25
2003-2004,2003,Female,Unknown,3,65+,Older Adult,45,36,0.6
2003-2004,2003,Male,CTAS III - Urgent,3,0-19,Pediatric & Youth,216494,130,2.17
2003-2004,2003,Male,Less urgent,3,0-19,Pediatric & Youth,350889,90,1.5
2003-2004,2003,Male,Non-urgent,3,0-19,Pediatric & Youth,94000,65,1.08
2003-2004,2003,Male,Unknown,3,0-19,Pediatric & Youth,201,35,0.58
2003-2004,2003,Male,CTAS III - Urgent,3,20-44,Young Adult,242597,168,2.8
2003-2004,2003,Male,Less urgent,3,20-44,Young Adult,388879,102,1.7
2003-2004,2003,Male,Non-urgent,3,20-44,Young Adult,137821,72,1.2
2003-2004,2003,Male,Unknown,3,20-44,Young Adult,264,31,0.52
2003-2004,2003,Male,CTAS III - Urgent,3,45-64,Middle Adult,171087,200,3.33
2003-2004,2003,Male,Less urgent,3,45-64,Middle Adult,194578,105,1.75
2003-2004,2003,Male,Non-urgent,3,45-64,Middle Adult,82423,67,1.12
2003-2004,2003,Male,Unknown,3,45-64,Middle Adult,103,44,0.73
2003-2004,2003,Male,CTAS III - Urgent,3,65+,Older Adult,168123,252,4.2
2003-2004,2003,Male,Less urgent,3,65+,Older Adult,114653,129,2.15
2003-2004,2003,Male,Non-urgent,3,65+,Older Adult,48303,66,1.1
2003-2004,2003,Male,Unknown,3,65+,Older Adult,50,27,0.45
