fiscal_year,fiscal_year_start,triage_level,ctas_urgency_score,visit_disposition,main_problem,admission_status,ed_visits,median_los_minutes,median_los_hours,admission_flag,erbi
2003-2004,2003,CTAS I - Resuscitation,1,Transferred,Asthma,Not Admitted,9,226,3.77,0,2034
2003-2004,2003,CTAS I - Resuscitation,1,Transferred,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Transferred,Motor Vehicle Collisions,Not Admitted,294,140,2.33,0,41160
2003-2004,2003,CTAS I - Resuscitation,1,Transferred,Pneumonia,Not Admitted,19,255,4.25,0,4845
2003-2004,2003,CTAS I - Resuscitation,1,Transferred,Trauma,Not Admitted,563,144,2.4,0,81072
2003-2004,2003,CTAS I - Resuscitation,1,Transferred,Unintentional Falls,Not Admitted,100,158,2.63,0,15800
2003-2004,2003,CTAS I - Resuscitation,1,Unknown,Acute Myocardial Infarction,Not Admitted,14,38,0.63,0,532
2003-2004,2003,CTAS I - Resuscitation,1,Unknown,Asthma,Not Admitted,0,48,0.8,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Unknown,Motor Vehicle Collisions,Not Admitted,7,99,1.65,0,693
2003-2004,2003,CTAS I - Resuscitation,1,Unknown,Pneumonia,Not Admitted,0,124,2.07,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Unknown,Trauma,Not Admitted,25,96,1.6,0,2400
2003-2004,2003,CTAS I - Resuscitation,1,Unknown,Unintentional Falls,Not Admitted,0,78,1.3,0,0
2003-2004,2003,CTAS II - Emergent,2,Admitted,Acute Myocardial Infarction,Admitted,6875,188,3.13,1,1292500
2003-2004,2003,CTAS II - Emergent,2,Admitted,Asthma,Admitted,3237,269,4.48,1,870753
2003-2004,2003,CTAS II - Emergent,2,Admitted,Influenzal Pneumonia,Admitted,10,277,4.62,1,2770
2003-2004,2003,CTAS II - Emergent,2,Admitted,Motor Vehicle Collisions,Admitted,2389,238,3.97,1,568582
2003-2004,2003,CTAS II - Emergent,2,Admitted,Pneumonia,Admitted,6754,301,5.02,1,2032954
2003-2004,2003,CTAS II - Emergent,2,Admitted,Trauma,Admitted,8949,250,4.17,1,2237250
2003-2004,2003,CTAS II - Emergent,2,Admitted,Unintentional Falls,Admitted,3783,277,4.62,1,1047891
2003-2004,2003,CTAS II - Emergent,2,Death,Acute Myocardial Infarction,Not Admitted,135,173,2.88,0,23355
2003-2004,2003,CTAS II - Emergent,2,Death,Asthma,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS II - Emergent,2,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS II - Emergent,2,Death,Motor Vehicle Collisions,Not Admitted,18,123,2.05,0,2214
2003-2004,2003,CTAS II - Emergent,2,Death,Pneumonia,Not Admitted,31,254,4.23,0,7874
2003-2004,2003,CTAS II - Emergent,2,Death,Trauma,Not Admitted,55,142,2.37,0,7810
2003-2004,2003,CTAS II - Emergent,2,Death,Unintentional Falls,Not Admitted,22,210,3.5,0,4620
2003-2004,2003,CTAS II - Emergent,2,Discharged Home,Acute Myocardial Infarction,Not Admitted,140,219,3.65,0,30660
2003-2004,2003,CTAS II - Emergent,2,Discharged Home,Asthma,Not Admitted,8283,165,2.75,0,1366695
2003-2004,2003,CTAS II - Emergent,2,Discharged Home,Influenzal Pneumonia,Not Admitted,0,334,5.57,0,0
2003-2004,2003,CTAS II - Emergent,2,Discharged Home,Motor Vehicle Collisions,Not Admitted,7792,180,3.0,0,1402560
2003-2004,2003,CTAS II - Emergent,2,Discharged Home,Pneumonia,Not Admitted,3199,215,3.58,0,687785
2003-2004,2003,CTAS II - Emergent,2,Discharged Home,Trauma,Not Admitted,35084,160,2.67,0,5613440
2003-2004,2003,CTAS II - Emergent,2,Discharged Home,Unintentional Falls,Not Admitted,8686,190,3.17,0,1650340
2003-2004,2003,CTAS II - Emergent,2,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,24,114,1.9,0,2736
2003-2004,2003,CTAS II - Emergent,2,Intra-Facility Transfer,Asthma,Not Admitted,20,170,2.83,0,3400
2003-2004,2003,CTAS II - Emergent,2,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS II - Emergent,2,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,51,204,3.4,0,10404
2003-2004,2003,CTAS II - Emergent,2,Intra-Facility Transfer,Pneumonia,Not Admitted,15,267,4.45,0,4005
2003-2004,2003,CTAS II - Emergent,2,Intra-Facility Transfer,Trauma,Not Admitted,446,172,2.87,0,76712
2003-2004,2003,CTAS II - Emergent,2,Intra-Facility Transfer,Unintentional Falls,Not Admitted,109,165,2.75,0,17985
2003-2004,2003,CTAS II - Emergent,2,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,178,2.97,0,0
2003-2004,2003,CTAS II - Emergent,2,Not Seen Or Left,Asthma,Not Admitted,93,152,2.53,0,14136
2003-2004,2003,CTAS II - Emergent,2,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS II - Emergent,2,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,80,122,2.03,0,9760
2003-2004,2003,CTAS II - Emergent,2,Not Seen Or Left,Pneumonia,Not Admitted,18,216,3.6,0,3888
2003-2004,2003,CTAS II - Emergent,2,Not Seen Or Left,Trauma,Not Admitted,470,135,2.25,0,63450
2003-2004,2003,CTAS II - Emergent,2,Not Seen Or Left,Unintentional Falls,Not Admitted,122,174,2.9,0,21228
2003-2004,2003,CTAS II - Emergent,2,Transferred,Acute Myocardial Infarction,Not Admitted,555,174,2.9,0,96570
2003-2004,2003,CTAS II - Emergent,2,Transferred,Asthma,Not Admitted,162,231,3.85,0,37422
2003-2004,2003,CTAS II - Emergent,2,Transferred,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS II - Emergent,2,Transferred,Motor Vehicle Collisions,Not Admitted,909,181,3.02,0,164529
2003-2004,2003,CTAS II - Emergent,2,Transferred,Pneumonia,Not Admitted,180,242,4.03,0,43560
2003-2004,2003,CTAS II - Emergent,2,Transferred,Trauma,Not Admitted,2453,180,3.0,0,441540
2003-2004,2003,CTAS II - Emergent,2,Transferred,Unintentional Falls,Not Admitted,668,215,3.58,0,143620
2003-2004,2003,CTAS II - Emergent,2,Unknown,Acute Myocardial Infarction,Not Admitted,48,144,2.4,0,6912
2003-2004,2003,CTAS II - Emergent,2,Unknown,Asthma,Not Admitted,49,94,1.57,0,4606
2003-2004,2003,CTAS II - Emergent,2,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS II - Emergent,2,Unknown,Motor Vehicle Collisions,Not Admitted,59,110,1.83,0,6490
2003-2004,2003,CTAS II - Emergent,2,Unknown,Pneumonia,Not Admitted,61,173,2.88,0,10553
2003-2004,2003,CTAS II - Emergent,2,Unknown,Trauma,Not Admitted,228,96,1.6,0,21888
2003-2004,2003,CTAS II - Emergent,2,Unknown,Unintentional Falls,Not Admitted,76,112,1.87,0,8512
2003-2004,2003,CTAS III - Urgent,3,Admitted,Acute Myocardial Infarction,Admitted,4476,272,4.53,1,1217472
2003-2004,2003,Less urgent,3,Admitted,Acute Myocardial Infarction,Admitted,374,274,4.57,1,102476
2003-2004,2003,Non-urgent,3,Admitted,Acute Myocardial Infarction,Admitted,71,246,4.1,1,17466
2003-2004,2003,Unknown,3,Admitted,Acute Myocardial Infarction,Admitted,0,0,0.0,1,0
2003-2004,2003,CTAS III - Urgent,3,Admitted,Asthma,Admitted,3482,282,4.7,1,981924
2003-2004,2003,Less urgent,3,Admitted,Asthma,Admitted,387,239,3.98,1,92493
2003-2004,2003,Non-urgent,3,Admitted,Asthma,Admitted,47,131,2.18,1,6157
2003-2004,2003,Unknown,3,Admitted,Asthma,Admitted,0,0,0.0,1,0
2003-2004,2003,CTAS III - Urgent,3,Admitted,Influenzal Pneumonia,Admitted,18,315,5.25,1,5670
2003-2004,2003,Less urgent,3,Admitted,Influenzal Pneumonia,Admitted,8,267,4.45,1,2136
2003-2004,2003,Non-urgent,3,Admitted,Influenzal Pneumonia,Admitted,0,107,1.78,1,0
2003-2004,2003,Unknown,3,Admitted,Influenzal Pneumonia,Admitted,0,0,0.0,1,0
2003-2004,2003,CTAS III - Urgent,3,Admitted,Motor Vehicle Collisions,Admitted,2944,240,4.0,1,706560
2003-2004,2003,Less urgent,3,Admitted,Motor Vehicle Collisions,Admitted,598,232,3.87,1,138736
2003-2004,2003,Non-urgent,3,Admitted,Motor Vehicle Collisions,Admitted,135,156,2.6,1,21060
2003-2004,2003,Unknown,3,Admitted,Motor Vehicle Collisions,Admitted,0,0,0.0,1,0
2003-2004,2003,CTAS III - Urgent,3,Admitted,Pneumonia,Admitted,13255,321,5.35,1,4254855
2003-2004,2003,Less urgent,3,Admitted,Pneumonia,Admitted,2193,265,4.42,1,581145
2003-2004,2003,Non-urgent,3,Admitted,Pneumonia,Admitted,270,208,3.47,1,56160
2003-2004,2003,Unknown,3,Admitted,Pneumonia,Admitted,0,0,0.0,1,0
2003-2004,2003,CTAS III - Urgent,3,Admitted,Trauma,Admitted,27838,269,4.48,1,7488422
2003-2004,2003,Less urgent,3,Admitted,Trauma,Admitted,8580,250,4.17,1,2145000
2003-2004,2003,Non-urgent,3,Admitted,Trauma,Admitted,1045,193,3.22,1,201685
2003-2004,2003,Unknown,3,Admitted,Trauma,Admitted,0,0,0.0,1,0
2003-2004,2003,CTAS III - Urgent,3,Admitted,Unintentional Falls,Admitted,18560,280,4.67,1,5196800
2003-2004,2003,Less urgent,3,Admitted,Unintentional Falls,Admitted,5594,260,4.33,1,1454440
2003-2004,2003,Non-urgent,3,Admitted,Unintentional Falls,Admitted,542,208,3.47,1,112736
2003-2004,2003,Unknown,3,Admitted,Unintentional Falls,Admitted,0,0,0.0,1,0
2003-2004,2003,CTAS III - Urgent,3,Death,Acute Myocardial Infarction,Not Admitted,44,215,3.58,0,9460
2003-2004,2003,Less urgent,3,Death,Acute Myocardial Infarction,Not Admitted,7,143,2.38,0,1001
2003-2004,2003,Non-urgent,3,Death,Acute Myocardial Infarction,Not Admitted,17,8,0.13,0,136
2003-2004,2003,Unknown,3,Death,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Death,Asthma,Not Admitted,0,144,2.4,0,0
2003-2004,2003,Less urgent,3,Death,Asthma,Not Admitted,0,85,1.42,0,0
2003-2004,2003,Non-urgent,3,Death,Asthma,Not Admitted,0,0,0.0,0,0
2003-2004,2003,Unknown,3,Death,Asthma,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,Less urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,Non-urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,Unknown,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Death,Motor Vehicle Collisions,Not Admitted,6,136,2.27,0,816
2003-2004,2003,Less urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,70,1.17,0,0
2003-2004,2003,Non-urgent,3,Death,Motor Vehicle Collisions,Not Admitted,12,19,0.32,0,228
2003-2004,2003,Unknown,3,Death,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Death,Pneumonia,Not Admitted,22,359,5.98,0,7898
2003-2004,2003,Less urgent,3,Death,Pneumonia,Not Admitted,0,968,16.13,0,0
2003-2004,2003,Non-urgent,3,Death,Pneumonia,Not Admitted,0,163,2.72,0,0
2003-2004,2003,Unknown,3,Death,Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Death,Trauma,Not Admitted,32,198,3.3,0,6336
2003-2004,2003,Less urgent,3,Death,Trauma,Not Admitted,17,154,2.57,0,2618
2003-2004,2003,Non-urgent,3,Death,Trauma,Not Admitted,37,18,0.3,0,666
2003-2004,2003,Unknown,3,Death,Trauma,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Death,Unintentional Falls,Not Admitted,18,344,5.73,0,6192
2003-2004,2003,Less urgent,3,Death,Unintentional Falls,Not Admitted,7,255,4.25,0,1785
2003-2004,2003,Non-urgent,3,Death,Unintentional Falls,Not Admitted,0,38,0.63,0,0
2003-2004,2003,Unknown,3,Death,Unintentional Falls,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,122,354,5.9,0,43188
2003-2004,2003,Less urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,18,206,3.43,0,3708
2003-2004,2003,Non-urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,7,125,2.08,0,875
2003-2004,2003,Unknown,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Discharged Home,Asthma,Not Admitted,32785,142,2.37,0,4655470
2003-2004,2003,Less urgent,3,Discharged Home,Asthma,Not Admitted,19125,97,1.62,0,1855125
2003-2004,2003,Non-urgent,3,Discharged Home,Asthma,Not Admitted,4270,62,1.03,0,264740
2003-2004,2003,Unknown,3,Discharged Home,Asthma,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,36,176,2.93,0,6336
2003-2004,2003,Less urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,59,100,1.67,0,5900
2003-2004,2003,Non-urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,12,100,1.67,0,1200
2003-2004,2003,Unknown,3,Discharged Home,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,37130,146,2.43,0,5420980
2003-2004,2003,Less urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,49090,112,1.87,0,5498080
2003-2004,2003,Non-urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,8356,88,1.47,0,735328
2003-2004,2003,Unknown,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Discharged Home,Pneumonia,Not Admitted,18533,189,3.15,0,3502737
2003-2004,2003,Less urgent,3,Discharged Home,Pneumonia,Not Admitted,13312,129,2.15,0,1717248
2003-2004,2003,Non-urgent,3,Discharged Home,Pneumonia,Not Admitted,2500,87,1.45,0,217500
2003-2004,2003,Unknown,3,Discharged Home,Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Discharged Home,Trauma,Not Admitted,259164,134,2.23,0,34727976
2003-2004,2003,Less urgent,3,Discharged Home,Trauma,Not Admitted,659980,104,1.73,0,68637920
2003-2004,2003,Non-urgent,3,Discharged Home,Trauma,Not Admitted,160368,82,1.37,0,13150176
2003-2004,2003,Unknown,3,Discharged Home,Trauma,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Discharged Home,Unintentional Falls,Not Admitted,84642,154,2.57,0,13034868
2003-2004,2003,Less urgent,3,Discharged Home,Unintentional Falls,Not Admitted,178687,115,1.92,0,20549005
2003-2004,2003,Non-urgent,3,Discharged Home,Unintentional Falls,Not Admitted,35305,90,1.5,0,3177450
2003-2004,2003,Unknown,3,Discharged Home,Unintentional Falls,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,10,152,2.53,0,1520
2003-2004,2003,Less urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,156,2.6,0,0
2003-2004,2003,Non-urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2003-2004,2003,Unknown,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,42,188,3.13,0,7896
2003-2004,2003,Less urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,13,221,3.68,0,2873
2003-2004,2003,Non-urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,6,156,2.6,0,936
2003-2004,2003,Unknown,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,Less urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,Non-urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,Unknown,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,165,191,3.18,0,31515
2003-2004,2003,Less urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,132,135,2.25,0,17820
2003-2004,2003,Non-urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,37,93,1.55,0,3441
2003-2004,2003,Unknown,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,38,338,5.63,0,12844
2003-2004,2003,Less urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,23,240,4.0,0,5520
2003-2004,2003,Non-urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,242,4.03,0,0
2003-2004,2003,Unknown,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,2257,172,2.87,0,388204
2003-2004,2003,Less urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,2060,151,2.52,0,311060
2003-2004,2003,Non-urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,628,106,1.77,0,66568
2003-2004,2003,Unknown,3,Intra-Facility Transfer,Trauma,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,814,170,2.83,0,138380
2003-2004,2003,Less urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,615,132,2.2,0,81180
2003-2004,2003,Non-urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,192,108,1.8,0,20736
2003-2004,2003,Unknown,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,8,281,4.68,0,2248
2003-2004,2003,Less urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,5,220,3.67,0,1100
2003-2004,2003,Non-urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2003-2004,2003,Unknown,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Not Seen Or Left,Asthma,Not Admitted,495,116,1.93,0,57420
2003-2004,2003,Less urgent,3,Not Seen Or Left,Asthma,Not Admitted,234,94,1.57,0,21996
2003-2004,2003,Non-urgent,3,Not Seen Or Left,Asthma,Not Admitted,81,37,0.62,0,2997
2003-2004,2003,Unknown,3,Not Seen Or Left,Asthma,Not Admitted,0,16,0.27,0,0
2003-2004,2003,CTAS III - Urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,235,3.92,0,0
2003-2004,2003,Less urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,Non-urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,Unknown,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,661,123,2.05,0,81303
2003-2004,2003,Less urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,1517,116,1.93,0,175972
2003-2004,2003,Non-urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,241,110,1.83,0,26510
2003-2004,2003,Unknown,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,7,40,0.67,0,280
2003-2004,2003,CTAS III - Urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,72,220,3.67,0,15840
2003-2004,2003,Less urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,33,108,1.8,0,3564
2003-2004,2003,Non-urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,17,60,1.0,0,1020
2003-2004,2003,Unknown,3,Not Seen Or Left,Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Not Seen Or Left,Trauma,Not Admitted,6040,115,1.92,0,694600
2003-2004,2003,Less urgent,3,Not Seen Or Left,Trauma,Not Admitted,20220,109,1.82,0,2203980
2003-2004,2003,Non-urgent,3,Not Seen Or Left,Trauma,Not Admitted,5300,90,1.5,0,477000
2003-2004,2003,Unknown,3,Not Seen Or Left,Trauma,Not Admitted,216,28,0.47,0,6048
2003-2004,2003,CTAS III - Urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,1445,120,2.0,0,173400
2003-2004,2003,Less urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,4103,111,1.85,0,455433
2003-2004,2003,Non-urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,774,95,1.58,0,73530
2003-2004,2003,Unknown,3,Not Seen Or Left,Unintentional Falls,Not Admitted,22,26,0.43,0,572
2003-2004,2003,CTAS III - Urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,240,254,4.23,0,60960
2003-2004,2003,Less urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,21,265,4.42,0,5565
2003-2004,2003,Non-urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,0,912,15.2,0,0
2003-2004,2003,Unknown,3,Transferred,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Transferred,Asthma,Not Admitted,182,274,4.57,0,49868
2003-2004,2003,Less urgent,3,Transferred,Asthma,Not Admitted,44,170,2.83,0,7480
2003-2004,2003,Non-urgent,3,Transferred,Asthma,Not Admitted,8,94,1.57,0,752
2003-2004,2003,Unknown,3,Transferred,Asthma,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,Less urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,255,4.25,0,0
2003-2004,2003,Non-urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,Unknown,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,881,205,3.42,0,180605
2003-2004,2003,Less urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,226,168,2.8,0,37968
2003-2004,2003,Non-urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,34,138,2.3,0,4692
2003-2004,2003,Unknown,3,Transferred,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Transferred,Pneumonia,Not Admitted,350,279,4.65,0,97650
2003-2004,2003,Less urgent,3,Transferred,Pneumonia,Not Admitted,104,228,3.8,0,23712
2003-2004,2003,Non-urgent,3,Transferred,Pneumonia,Not Admitted,11,155,2.58,0,1705
2003-2004,2003,Unknown,3,Transferred,Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Transferred,Trauma,Not Admitted,5092,200,3.33,0,1018400
2003-2004,2003,Less urgent,3,Transferred,Trauma,Not Admitted,2394,162,2.7,0,387828
2003-2004,2003,Non-urgent,3,Transferred,Trauma,Not Admitted,419,119,1.98,0,49861
2003-2004,2003,Unknown,3,Transferred,Trauma,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Transferred,Unintentional Falls,Not Admitted,2551,225,3.75,0,573975
2003-2004,2003,Less urgent,3,Transferred,Unintentional Falls,Not Admitted,1208,187,3.12,0,225896
2003-2004,2003,Non-urgent,3,Transferred,Unintentional Falls,Not Admitted,157,142,2.37,0,22294
2003-2004,2003,Unknown,3,Transferred,Unintentional Falls,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,16,214,3.57,0,3424
2003-2004,2003,Less urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,207,3.45,0,0
2003-2004,2003,Non-urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2003-2004,2003,Unknown,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Unknown,Asthma,Not Admitted,333,64,1.07,0,21312
2003-2004,2003,Less urgent,3,Unknown,Asthma,Not Admitted,315,63,1.05,0,19845
2003-2004,2003,Non-urgent,3,Unknown,Asthma,Not Admitted,0,29,0.48,0,0
2003-2004,2003,Unknown,3,Unknown,Asthma,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS III - Urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,29,0.48,0,0
